user_id,poi_id,timestamp,unix_timestamp,category,user_idx,poi_idx
0,poi_40,2024-01-01 23:46:31,1704132991.0,Education,0,335
0,poi_40,2024-01-02 19:06:23,1704202583.0,Education,0,335
0,poi_380,2024-01-05 04:06:17,1704407777.0,Education,0,313
0,poi_483,2024-01-08 06:07:20,1704674240.0,Other,0,427
0,poi_134,2024-01-11 02:49:28,1704921568.0,Sports,0,40
0,poi_357,2024-01-13 02:26:58,1705093018.0,Sports,0,287
0,poi_491,2024-01-13 11:53:46,1705127026.0,Entertainment,0,436
0,poi_398,2024-01-14 12:42:12,1705216332.0,Sports,0,332
0,poi_48,2024-01-22 03:38:48,1705874928.0,Other,0,423
0,poi_242,2024-01-25 07:47:08,1706149028.0,Healthcare,0,160
0,poi_62,2024-01-25 14:25:42,1706172942.0,Home,0,459
1,poi_149,2024-01-03 06:29:26,1704243566.0,Other,1,56
1,poi_73,2024-01-09 04:34:07,1704755047.0,Office,1,471
1,poi_416,2024-01-10 12:16:49,1704869209.0,Shopping,1,353
1,poi_133,2024-01-10 21:58:22,1704904102.0,Transport,1,39
1,poi_23,2024-01-13 17:24:29,1705146869.0,Sports,1,146
1,poi_361,2024-01-17 03:10:58,1705441258.0,Shopping,1,292
1,poi_360,2024-01-17 11:21:00,1705470660.0,Entertainment,1,291
1,poi_211,2024-01-17 16:57:35,1705490855.0,Healthcare,1,126
1,poi_7,2024-01-17 20:58:33,1705505313.0,Other,1,467
1,poi_203,2024-01-23 09:15:16,1705981516.0,Home,1,117
2,poi_124,2024-01-04 02:18:51,1704314931.0,Office,2,29
2,poi_1,2024-01-06 20:58:03,1704554883.0,Office,2,1
2,poi_485,2024-01-13 09:57:23,1705120043.0,Healthcare,2,429
2,poi_371,2024-01-14 12:44:30,1705216470.0,Entertainment,2,303
2,poi_27,2024-01-15 23:31:55,1705341715.0,Education,2,190
2,poi_210,2024-01-17 18:09:14,1705495154.0,Transport,2,125
2,poi_482,2024-01-27 17:25:32,1706356532.0,Entertainment,2,426
2,poi_58,2024-01-28 11:11:19,1706420479.0,Other,2,454
3,poi_92,2024-01-02 01:51:18,1704140478.0,Entertainment,3,492
3,poi_322,2024-01-02 17:02:25,1704195145.0,Home,3,249
3,poi_350,2024-01-10 21:45:53,1704903353.0,Office,3,280
3,poi_230,2024-01-12 14:26:18,1705049778.0,Other,3,147
3,poi_496,2024-01-24 18:09:23,1706099963.0,Home,3,441
3,poi_43,2024-01-28 20:36:07,1706454367.0,Restaurant,3,368
4,poi_155,2024-01-04 19:19:44,1704376184.0,Office,4,63
4,poi_27,2024-01-05 14:17:33,1704444453.0,Education,4,190
4,poi_459,2024-01-14 10:54:56,1705209896.0,Home,4,400
4,poi_117,2024-01-15 02:24:56,1705265696.0,Education,4,21
4,poi_406,2024-01-17 10:39:10,1705468150.0,Healthcare,4,342
4,poi_81,2024-01-23 06:09:06,1705970346.0,Transport,4,480
4,poi_473,2024-01-26 22:13:39,1706287419.0,Office,4,416
5,poi_241,2024-01-02 21:46:58,1704212218.0,Other,5,159
5,poi_10,2024-01-04 18:21:02,1704372662.0,Education,5,2
5,poi_283,2024-01-05 19:49:22,1704464362.0,Sports,5,205
5,poi_146,2024-01-09 07:06:13,1704764173.0,Restaurant,5,53
5,poi_287,2024-01-09 18:56:41,1704806801.0,Other,5,209
5,poi_168,2024-01-16 06:02:38,1705365158.0,Restaurant,5,77
5,poi_417,2024-01-18 07:29:02,1705543142.0,Home,5,354
5,poi_37,2024-01-20 03:51:04,1705702864.0,Restaurant,5,301
5,poi_205,2024-01-21 19:10:01,1705844401.0,Restaurant,5,119
5,poi_5,2024-01-25 08:52:14,1706152934.0,Healthcare,5,445
6,poi_163,2024-01-06 15:30:43,1704535243.0,Entertainment,6,72
6,poi_248,2024-01-09 10:04:27,1704774867.0,Other,6,166
6,poi_313,2024-01-14 10:18:14,1705207694.0,Sports,6,239
6,poi_271,2024-01-18 17:26:58,1705579018.0,Sports,6,192
6,poi_291,2024-01-22 03:43:11,1705875191.0,Other,6,214
6,poi_365,2024-01-30 17:50:49,1706617249.0,Shopping,6,296
7,poi_171,2024-01-01 16:28:41,1704106721.0,Restaurant,7,81
7,poi_471,2024-01-01 22:33:54,1704128634.0,Home,7,414
7,poi_293,2024-01-05 00:11:40,1704393700.0,Home,7,216
7,poi_300,2024-01-06 16:37:42,1704539262.0,Office,7,225
7,poi_408,2024-01-07 10:25:43,1704603343.0,Transport,7,344
7,poi_264,2024-01-08 00:36:30,1704654390.0,Restaurant,7,184
7,poi_66,2024-01-20 12:37:03,1705734423.0,Entertainment,7,463
7,poi_471,2024-01-22 10:41:23,1705900283.0,Home,7,414
7,poi_28,2024-01-25 00:56:07,1706124367.0,Sports,7,201
7,poi_192,2024-01-26 17:02:53,1706268773.0,Restaurant,7,104
7,poi_456,2024-01-30 17:56:42,1706617602.0,Transport,7,397
8,poi_487,2024-01-03 22:46:10,1704302170.0,Healthcare,8,431
8,poi_419,2024-01-06 17:40:44,1704543044.0,Sports,8,356
8,poi_288,2024-01-07 08:12:32,1704595352.0,Sports,8,210
8,poi_275,2024-01-17 08:05:04,1705458904.0,Office,8,196
8,poi_456,2024-01-29 21:24:42,1706543682.0,Transport,8,397
9,poi_137,2024-01-02 00:05:28,1704134128.0,Shopping,9,43
9,poi_210,2024-01-04 03:02:26,1704317546.0,Transport,9,125
9,poi_2,2024-01-04 09:11:57,1704339717.0,Entertainment,9,112
9,poi_60,2024-01-05 10:59:05,1704432545.0,Restaurant,9,457
9,poi_122,2024-01-05 20:42:09,1704467529.0,Office,9,27
9,poi_113,2024-01-07 10:28:27,1704603507.0,Restaurant,9,17
9,poi_119,2024-01-09 01:46:30,1704744990.0,Office,9,23
9,poi_476,2024-01-12 10:32:03,1705035723.0,Shopping,9,419
9,poi_301,2024-01-16 16:25:10,1705402510.0,Restaurant,9,226
9,poi_241,2024-01-17 22:07:53,1705509473.0,Other,9,159
9,poi_161,2024-01-18 02:56:21,1705526781.0,Restaurant,9,70
9,poi_286,2024-01-18 03:06:35,1705527395.0,Healthcare,9,208
9,poi_226,2024-01-21 21:14:33,1705851873.0,Restaurant,9,142
9,poi_81,2024-01-22 12:20:15,1705906215.0,Transport,9,480
9,poi_78,2024-01-24 16:11:16,1706092876.0,Education,9,476
9,poi_404,2024-01-27 02:02:02,1706301122.0,Shopping,9,340
9,poi_48,2024-01-27 05:36:38,1706313998.0,Other,9,423
10,poi_256,2024-01-04 09:34:39,1704341079.0,Home,10,175
10,poi_305,2024-01-05 05:41:14,1704413474.0,Home,10,230
10,poi_205,2024-01-06 17:10:14,1704541214.0,Restaurant,10,119
10,poi_69,2024-01-07 04:50:07,1704583207.0,Office,10,466
10,poi_328,2024-01-10 18:23:30,1704891210.0,Restaurant,10,255
10,poi_319,2024-01-21 09:09:28,1705808368.0,Shopping,10,245
10,poi_286,2024-01-24 12:03:23,1706078003.0,Healthcare,10,208
11,poi_85,2024-01-05 04:32:50,1704409370.0,Sports,11,484
11,poi_238,2024-01-08 17:28:09,1704715089.0,Restaurant,11,155
11,poi_82,2024-01-10 23:47:43,1704910663.0,Sports,11,481
11,poi_403,2024-01-11 03:25:32,1704923732.0,Sports,11,339
11,poi_262,2024-01-13 00:53:36,1705087416.0,Office,11,182
11,poi_208,2024-01-15 09:18:05,1705290485.0,Healthcare,11,122
11,poi_140,2024-01-17 12:26:37,1705474597.0,Shopping,11,47
11,poi_334,2024-01-19 02:54:22,1705613062.0,Shopping,11,262
11,poi_90,2024-01-26 08:59:32,1706239772.0,Sports,11,490
11,poi_155,2024-01-28 11:48:59,1706422739.0,Office,11,63
11,poi_190,2024-01-28 20:16:15,1706453175.0,Other,11,102
12,poi_436,2024-01-01 18:05:23,1704112523.0,Education,12,375
12,poi_262,2024-01-05 01:31:54,1704398514.0,Office,12,182
12,poi_387,2024-01-05 05:13:05,1704411785.0,Restaurant,12,320
12,poi_146,2024-01-07 13:33:31,1704614611.0,Restaurant,12,53
12,poi_421,2024-01-08 04:07:52,1704667072.0,Education,12,359
12,poi_390,2024-01-08 08:01:58,1704681118.0,Office,12,324
12,poi_121,2024-01-10 02:39:23,1704834563.0,Other,12,26
12,poi_145,2024-01-10 19:07:34,1704893854.0,Office,12,52
12,poi_296,2024-01-11 08:47:48,1704943068.0,Healthcare,12,219
12,poi_212,2024-01-16 20:34:33,1705417473.0,Healthcare,12,127
12,poi_23,2024-01-18 10:41:31,1705554691.0,Sports,12,146
12,poi_24,2024-01-18 23:40:41,1705601441.0,Restaurant,12,157
12,poi_121,2024-01-19 03:48:31,1705616311.0,Other,12,26
12,poi_183,2024-01-19 07:46:54,1705630614.0,Healthcare,12,94
12,poi_46,2024-01-21 00:45:19,1705778119.0,Sports,12,401
12,poi_95,2024-01-21 02:54:20,1705785860.0,Healthcare,12,495
12,poi_151,2024-01-24 23:32:59,1706119379.0,Home,12,59
12,poi_338,2024-01-25 22:58:36,1706203716.0,Sports,12,266
12,poi_392,2024-01-26 15:06:27,1706261787.0,Sports,12,326
12,poi_394,2024-01-26 19:03:08,1706275988.0,Sports,12,328
13,poi_120,2024-01-04 06:20:17,1704329417.0,Shopping,13,25
13,poi_202,2024-01-07 07:04:58,1704591298.0,Transport,13,116
13,poi_356,2024-01-09 12:58:17,1704785297.0,Sports,13,286
13,poi_274,2024-01-14 17:58:30,1705235310.0,Entertainment,13,195
13,poi_230,2024-01-24 05:41:48,1706055108.0,Other,13,147
13,poi_265,2024-01-24 17:55:23,1706099123.0,Office,13,185
13,poi_324,2024-01-26 18:42:25,1706274745.0,Entertainment,13,251
14,poi_378,2024-01-01 23:12:56,1704130976.0,Education,14,310
14,poi_174,2024-01-06 13:11:30,1704526890.0,Shopping,14,84
14,poi_27,2024-01-09 12:54:27,1704785067.0,Education,14,190
14,poi_272,2024-01-20 14:03:30,1705739610.0,Home,14,193
14,poi_234,2024-01-24 17:48:03,1706098683.0,Sports,14,151
14,poi_216,2024-01-25 06:57:47,1706146067.0,Restaurant,14,131
14,poi_225,2024-01-26 02:43:35,1706217215.0,Home,14,141
14,poi_101,2024-01-29 08:06:22,1706495782.0,Restaurant,14,4
14,poi_237,2024-01-30 06:40:10,1706577010.0,Other,14,154
15,poi_497,2024-01-01 18:17:47,1704113267.0,Sports,15,442
15,poi_486,2024-01-02 13:52:45,1704183765.0,Transport,15,430
15,poi_139,2024-01-03 01:57:49,1704227269.0,Other,15,45
15,poi_423,2024-01-06 15:32:27,1704535347.0,Other,15,361
15,poi_448,2024-01-07 14:04:31,1704616471.0,Restaurant,15,388
15,poi_13,2024-01-10 16:29:03,1704884343.0,Office,15,35
15,poi_296,2024-01-12 08:12:09,1705027329.0,Healthcare,15,219
15,poi_422,2024-01-13 14:31:40,1705136500.0,Office,15,360
15,poi_12,2024-01-15 15:40:19,1705313419.0,Transport,15,24
15,poi_232,2024-01-19 05:01:24,1705620684.0,Healthcare,15,149
15,poi_477,2024-01-20 08:11:19,1705718479.0,Sports,15,420
15,poi_68,2024-01-29 09:48:17,1706501897.0,Home,15,465
16,poi_321,2024-01-02 02:32:36,1704142956.0,Office,16,248
16,poi_452,2024-01-02 10:42:19,1704172339.0,Entertainment,16,393
16,poi_18,2024-01-03 18:45:46,1704287746.0,Education,16,90
16,poi_244,2024-01-03 21:02:57,1704295977.0,Shopping,16,162
16,poi_215,2024-01-07 01:56:43,1704572803.0,Entertainment,16,130
16,poi_369,2024-01-07 12:42:33,1704611553.0,Sports,16,300
16,poi_14,2024-01-09 15:37:04,1704794824.0,Shopping,16,46
16,poi_217,2024-01-10 18:35:16,1704891916.0,Education,16,132
16,poi_132,2024-01-11 02:59:32,1704922172.0,Education,16,38
16,poi_350,2024-01-14 19:29:47,1705240787.0,Office,16,280
16,poi_445,2024-01-15 17:53:45,1705321425.0,Transport,16,385
16,poi_201,2024-01-18 23:04:30,1705599270.0,Other,16,115
16,poi_302,2024-01-20 10:55:57,1705728357.0,Entertainment,16,227
16,poi_267,2024-01-21 03:19:17,1705787357.0,Restaurant,16,187
16,poi_260,2024-01-25 12:08:52,1706164732.0,Restaurant,16,180
16,poi_314,2024-01-26 13:05:07,1706254507.0,Sports,16,240
16,poi_111,2024-01-30 01:54:46,1706559886.0,Sports,16,15
16,poi_38,2024-01-30 21:02:04,1706628724.0,Home,16,312
17,poi_92,2024-01-09 18:28:50,1704805130.0,Entertainment,17,492
17,poi_139,2024-01-11 02:39:46,1704920986.0,Other,17,45
17,poi_302,2024-01-11 02:53:23,1704921803.0,Entertainment,17,227
17,poi_93,2024-01-12 10:23:17,1705035197.0,Shopping,17,493
17,poi_255,2024-01-15 07:44:05,1705284845.0,Other,17,174
17,poi_53,2024-01-15 17:44:00,1705320840.0,Entertainment,17,449
17,poi_183,2024-01-16 09:19:16,1705376956.0,Healthcare,17,94
17,poi_11,2024-01-16 09:49:39,1705378779.0,Home,17,13
17,poi_107,2024-01-17 16:23:34,1705488814.0,Other,17,10
17,poi_63,2024-01-19 09:32:57,1705636977.0,Entertainment,17,460
17,poi_43,2024-01-20 23:14:42,1705772682.0,Restaurant,17,368
17,poi_477,2024-01-24 02:05:19,1706042119.0,Sports,17,420
17,poi_446,2024-01-29 17:21:52,1706529112.0,Transport,17,386
18,poi_302,2024-01-04 19:24:55,1704376495.0,Entertainment,18,227
18,poi_481,2024-01-08 18:19:57,1704718197.0,Home,18,425
18,poi_461,2024-01-13 10:25:51,1705121751.0,Shopping,18,403
18,poi_16,2024-01-13 12:02:12,1705127532.0,Office,18,68
18,poi_353,2024-01-16 20:32:31,1705417351.0,Healthcare,18,283
18,poi_129,2024-01-16 23:08:59,1705426739.0,Home,18,34
18,poi_346,2024-01-18 01:32:52,1705521772.0,Shopping,18,275
18,poi_395,2024-01-18 16:17:30,1705574850.0,Entertainment,18,329
18,poi_230,2024-01-19 21:02:49,1705678369.0,Other,18,147
18,poi_22,2024-01-21 07:39:08,1705802948.0,Other,18,135
18,poi_213,2024-01-22 02:56:04,1705872364.0,Office,18,128
18,poi_261,2024-01-26 07:19:54,1706233794.0,Other,18,181
18,poi_100,2024-01-29 04:34:38,1706483078.0,Office,18,3
19,poi_246,2024-01-05 20:34:15,1704467055.0,Education,19,164
19,poi_215,2024-01-07 21:47:02,1704644222.0,Entertainment,19,130
19,poi_2,2024-01-08 12:44:20,1704698060.0,Entertainment,19,112
19,poi_474,2024-01-14 10:15:17,1705207517.0,Education,19,417
19,poi_13,2024-01-15 01:23:16,1705261996.0,Office,19,35
19,poi_254,2024-01-17 21:13:55,1705506235.0,Education,19,173
19,poi_163,2024-01-22 01:11:25,1705866085.0,Entertainment,19,72
19,poi_268,2024-01-27 20:04:28,1706366068.0,Transport,19,188
20,poi_38,2024-01-07 06:29:57,1704589197.0,Home,20,312
20,poi_227,2024-01-08 14:56:01,1704705961.0,Office,20,143
20,poi_121,2024-01-10 06:23:27,1704848007.0,Other,20,26
20,poi_53,2024-01-11 03:49:11,1704925151.0,Entertainment,20,449
20,poi_144,2024-01-13 03:50:00,1705098000.0,Shopping,20,51
20,poi_281,2024-01-28 08:08:24,1706409504.0,Home,20,203
21,poi_153,2024-01-07 01:02:34,1704569554.0,Sports,21,61
21,poi_286,2024-01-07 11:14:27,1704606267.0,Healthcare,21,208
21,poi_171,2024-01-12 15:05:35,1705052135.0,Restaurant,21,81
21,poi_131,2024-01-13 15:54:56,1705141496.0,Transport,21,37
21,poi_348,2024-01-14 17:18:13,1705232893.0,Entertainment,21,277
21,poi_255,2024-01-15 15:46:06,1705313766.0,Other,21,174
21,poi_165,2024-01-19 17:01:22,1705663882.0,Education,21,74
21,poi_67,2024-01-19 18:36:40,1705669600.0,Home,21,464
21,poi_73,2024-01-22 15:20:46,1705917046.0,Office,21,471
21,poi_212,2024-01-24 19:15:01,1706103901.0,Healthcare,21,127
21,poi_370,2024-01-27 18:55:52,1706361952.0,Shopping,21,302
22,poi_419,2024-01-07 02:41:29,1704575489.0,Sports,22,356
22,poi_206,2024-01-09 15:20:03,1704793803.0,Education,22,120
22,poi_53,2024-01-12 01:37:57,1705003677.0,Entertainment,22,449
22,poi_293,2024-01-16 00:54:26,1705346666.0,Home,22,216
22,poi_144,2024-01-16 20:23:34,1705416814.0,Shopping,22,51
22,poi_123,2024-01-20 21:00:22,1705764622.0,Home,22,28
22,poi_154,2024-01-22 01:30:33,1705867233.0,Office,22,62
22,poi_61,2024-01-30 02:15:36,1706561136.0,Education,22,458
22,poi_392,2024-01-30 23:34:13,1706637853.0,Sports,22,326
23,poi_324,2024-01-09 03:24:06,1704750846.0,Entertainment,23,251
23,poi_475,2024-01-12 16:19:14,1705056554.0,Transport,23,418
23,poi_439,2024-01-17 21:32:00,1705507320.0,Shopping,23,378
23,poi_111,2024-01-19 08:49:47,1705634387.0,Sports,23,15
23,poi_320,2024-01-20 17:28:11,1705751891.0,Other,23,247
23,poi_472,2024-01-22 23:11:11,1705945271.0,Office,23,415
23,poi_63,2024-01-27 22:54:47,1706376287.0,Entertainment,23,460
24,poi_409,2024-01-04 12:19:24,1704350964.0,Office,24,345
24,poi_463,2024-01-11 13:32:17,1704960137.0,Entertainment,24,405
24,poi_449,2024-01-14 10:46:10,1705209370.0,Home,24,389
24,poi_130,2024-01-19 04:53:00,1705620180.0,Restaurant,24,36
24,poi_394,2024-01-27 17:04:16,1706355256.0,Sports,24,328
24,poi_276,2024-01-30 16:31:19,1706612479.0,Office,24,197
25,poi_468,2024-01-02 12:55:57,1704180357.0,Office,25,410
25,poi_41,2024-01-02 18:30:16,1704200416.0,Office,25,346
25,poi_489,2024-01-03 03:45:51,1704233751.0,Education,25,433
25,poi_394,2024-01-04 13:44:57,1704356097.0,Sports,25,328
25,poi_110,2024-01-08 01:56:21,1704659181.0,Transport,25,14
25,poi_22,2024-01-08 04:47:21,1704669441.0,Other,25,135
25,poi_453,2024-01-10 23:24:24,1704909264.0,Other,25,394
25,poi_444,2024-01-15 15:41:24,1705313484.0,Home,25,384
25,poi_135,2024-01-18 04:01:53,1705530713.0,Education,25,41
25,poi_380,2024-01-19 03:41:13,1705615873.0,Education,25,313
25,poi_434,2024-01-28 04:50:00,1706397600.0,Healthcare,25,373
26,poi_35,2024-01-03 11:09:51,1704260391.0,Transport,26,279
26,poi_23,2024-01-03 13:43:56,1704269636.0,Sports,26,146
26,poi_150,2024-01-04 22:22:38,1704387158.0,Education,26,58
26,poi_470,2024-01-05 08:42:04,1704424324.0,Other,26,413
26,poi_491,2024-01-08 10:20:59,1704689459.0,Entertainment,26,436
26,poi_219,2024-01-08 11:20:49,1704693049.0,Other,26,134
26,poi_117,2024-01-11 06:31:56,1704934916.0,Education,26,21
26,poi_164,2024-01-13 07:31:32,1705111292.0,Education,26,73
26,poi_468,2024-01-14 01:51:08,1705177268.0,Office,26,410
26,poi_28,2024-01-18 09:38:22,1705550902.0,Sports,26,201
26,poi_69,2024-01-22 12:19:37,1705906177.0,Office,26,466
26,poi_471,2024-01-25 11:02:52,1706160772.0,Home,26,414
27,poi_341,2024-01-01 02:29:41,1704056381.0,Home,27,270
27,poi_335,2024-01-14 09:43:15,1705205595.0,Other,27,263
27,poi_366,2024-01-14 16:12:26,1705228946.0,Sports,27,297
27,poi_281,2024-01-15 02:37:14,1705266434.0,Home,27,203
27,poi_195,2024-01-19 01:37:01,1705608421.0,Office,27,107
27,poi_423,2024-01-22 11:20:47,1705902647.0,Other,27,361
27,poi_449,2024-01-24 15:03:01,1706088781.0,Home,27,389
27,poi_169,2024-01-24 22:23:11,1706115191.0,Office,27,78
29,poi_114,2024-01-01 10:22:35,1704084755.0,Office,28,18
29,poi_294,2024-01-02 05:02:35,1704151955.0,Restaurant,28,217
29,poi_114,2024-01-05 05:49:55,1704413995.0,Office,28,18
29,poi_191,2024-01-08 14:44:04,1704705244.0,Office,28,103
29,poi_212,2024-01-08 21:44:05,1704730445.0,Healthcare,28,127
29,poi_487,2024-01-15 17:33:11,1705320191.0,Healthcare,28,431
29,poi_58,2024-01-16 14:02:48,1705393968.0,Other,28,454
29,poi_438,2024-01-23 10:20:03,1705985403.0,Shopping,28,377
29,poi_55,2024-01-24 01:01:26,1706038286.0,Restaurant,28,451
29,poi_22,2024-01-24 05:40:14,1706055014.0,Other,28,135
29,poi_440,2024-01-25 12:30:37,1706166037.0,Office,28,380
29,poi_301,2024-01-30 17:46:07,1706616967.0,Restaurant,28,226
30,poi_374,2024-01-02 13:20:45,1704181845.0,Other,29,306
